Mixture	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Memory_CD4_T_cells	IL1R2_immature_neutrophils	B_cells	Mast_cells_eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4_immature_neutrophils	Non-classical_monocytes	MPO_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs	P-value	Correlation	RMSE
G03T1	0.00857739627877854	0.0639296075323635	0.0217817072131885	0.260472555003439	0.0519602093457033	0.017583134998324	0	0.0226709354025702	0.0636663896892514	0.18842469854868	0.0221611928095535	0.00171941101496792	0.0347895919661891	0.00704482580090594	0.0415482390664945	0.0450428603128771	0.00214299075128742	0	0.00188981319992965	0.0527340776008435	0.0863076403097582	0.00555272315489538	0	0.897073948084289	0.575947523270489
G03T2	0.00629962518496416	0.0502996917342778	0.038821716174038	0.125601187351429	0.0961265067866554	0.0328846314389897	0	0.0194111486926168	0.0381703499598672	0.225819271459299	0.0364981856331539	0.00987898546515233	0.0369245523186172	0.016848854181346	0.0290395455311508	0.0397806035049898	0.00394044247381573	0.00492128509198486	0.00680327820652821	0.0679882875735196	0.109279052458543	0.00466279877906079	0	0.892540442377531	0.598687701268697
G03T3	0.0543229245439036	0.0679585124020762	0.0476046580484143	0.116175455377325	0.0582102782576979	0.104899807591236	0	0.0182513828912025	0.035856916803595	0.185530461188495	0.0286999006468067	0	0.044446602951177	0.00609332298634073	0	0.0532719651242296	0.0113006983327099	0.00142104057984771	0.0128845732802816	0.0397761676089372	0.105172699933765	0.00812263145195898	0	0.793667413270265	0.73282151834248
G10T1	0.00937827478939051	0.115376392408418	0.0183611813722603	0.205403205594664	0.0340281242563198	0.0963097413626612	0	0.0533410044232008	0.0259660839891702	0.0402069031418425	0.0123167061719419	0.0134062784065647	0.0149783896355486	0.0785175749607704	0.129253031936121	0.0153679042097129	0.0146760468021664	0.00794651804091244	0.00351536409487238	0.0505161846775261	0.0611350897259369	0	0	0.950351364362838	0.526390120900459
G10T2	0.0168639243254506	0.0918055649131858	0.0195088363113973	0.212754090472849	0.0359575516193296	0.123402657504405	0	0.0416422126938528	0.0420056684534219	0.0882354608498356	0.0109238688714951	0.0405196281580844	0.0236727784203423	0.049552512239844	0.0894056993459883	0.0300575673531715	0.00272802683526241	0.0381944331841374	0	0.0273054279561338	0.0102407777104515	0.00522331278136119	0	0.972993812752955	0.584002492954059
G10T3	0.0154111643366776	0.122063823933682	0.0371412464129835	0.115451161189646	0.0564508012664034	0.142528149264803	0	0.051115561275478	0.0199936420382642	0.0888617254391126	0.018183205432337	0.0494325376487476	0.0251678621185133	0.0716290032405674	0.0296969813031245	0.0404361044948571	0.00442305749596657	0.0245943112576307	0.000969597230202696	0.00843306703275022	0.0777873792481867	0.000229618340066827	0	0.936612392631992	0.744652081256682
G14T1	0.00262250220031844	0.048957842113441	0.032990349084316	0.12806463597737	0.0473243727280025	0.0653260918469268	0	0.0538667751123094	0.0423716593443396	0.0333319510538849	0.0319479361931616	0	0.0408772768235955	0.0492790003589013	0.287759979612048	0.019633992430581	0.00388779108875127	0.0172477452428269	0.00134614736931959	0.0459838178526203	0.0446935644624263	0.00248656910486006	0	0.973226562806435	0.357454182954588
G14T2	0.00292903225012298	0.036670435896313	0.0625669300418259	0.21491488222593	0.0691993746082211	0.0578180332890978	0	0.0530372151657458	0.0205944193572833	0	0.0452500699459011	0	0.0386125031663831	0.0624986150293425	0.284129738498425	0.0113368174393652	0.00388209571311216	0.00283623461867292	0.00112567716812534	0.0188400650208879	0.0137578605652454	0	0	0.975347514425772	0.363206794253229
G14T3	0.0761739428103811	0.0262396975162911	0.0337182347990213	0.107198369663094	0.0894975898972261	0.044471475392534	0	0.0256930603800242	0.0287969641635418	0	0.0467263372123574	0	0.0333779760781266	0.0398872916967458	0.356882738445151	0.00663249650283635	0.00753263456407877	0.00448135259130813	0.0235483625888913	0.0256680073806664	0.0193543136705572	0.00411915464716768	0	0.968045030728689	0.305127150072126
G16T1	0.0129101203707599	0.0411024057010907	0.0885187780796106	0.136653328215913	0.140549086027322	0.0547694066610748	0	0.0291840649471614	0.0259230891700981	0	0.0485024672909853	0	0.0132559442521377	0.0609047731162817	0.228091683836175	0.0138847815371079	0.0264726288732288	0.0258198960561546	0.0138573415793663	0.0269139364736717	0	0.0126862678118601	0	0.897615643812497	0.50577636912469
G16T2	0.00647385331948679	0.0169217240184442	0.0524497253082766	0.121140889294682	0.0825804372051226	0.0216686364142776	0	0.0237422085862549	0.029823593200748	0.0556604397487209	0.0461657106040395	0	0.0147248707331761	0.0496797846927123	0.321158486969455	0.0311495319504418	0.0156192359724511	0.0433522656013834	0.00692056430883152	0.0434881330775755	0.00397307512810099	0.0133068338658198	0	0.966846485188013	0.30168718993217
G16T3	0.0162338631619013	0.00602634723202786	0.0751853511584377	0.136450326127026	0.0924549635775145	0.0349762651593288	0	0.0212554114168848	0.0172492037071034	0.0734211528348503	0.0454558334388622	0	0.0111006638700231	0.0729680329410494	0.240826044365455	0.0286074558923294	0.0128008994692388	0.0533771513867726	0.0168223322634412	0.0170200233838933	0.0162346572414298	0.0115340213724311	0	0.931918025566435	0.446589560259257
G24T1	0.0083579777563282	0.0406979936543381	0.000923554076794938	0.111883901769114	0.0207543251183298	0.0589353438207055	0.0117661212833288	0.0258763124240586	0.0764005917441012	0.145303921653133	0.00849886593849213	0	0.0174160984214381	0.0153019394301409	0.20209850850843	0.0518585500279194	0	0.0942279806922418	0.00035327562781402	0.0649854370828358	0.0341712903537805	0.0101880106166763	0	0.950410177172544	0.41485190315713
G24T2	0.00267425685806697	0.0531581128934465	0.00692041629898198	0.134974779617092	0.0172465746524304	0.0958490381515908	0.0185900004721581	0.025696660916523	0.0529354635974617	0.19487371982144	0.021196220350553	0	0.0380596804639963	0.0199093927551605	0.116175809615361	0.0932696978729322	0	0.0563244747339388	0	0.0323435640106673	0.00362147146458126	0.0161806654536173	0	0.957743399440092	0.497222418278651
G24T3	0.113460651709618	0.0435311141641975	0.0220638710917769	0.129520271173281	0.0782763433679681	0.161949338268313	0	0.0253590711747004	0.0248722001596984	0.0993122381012931	0.00389680686359052	0	0.0506561334289601	0.0554510912097067	0	0.0463608771421161	0.0220711540325095	0.038176087230745	0	0.017851411734961	0.0467252520181527	0.0204660871284116	0	0.85783506175889	0.751197606089094
G32T1	0.0121195416400401	0.0536015938620884	0.0638943681489779	0.198931582515441	0.071567043250221	0.0324675976185625	0	0.0262400610603647	0.0382821207283842	0.0356115725951921	0.0336815920840693	0.00928489995652379	0.0219689069032867	0.0615539751170457	0.167121903379478	0.034172072321039	0.00275089947853102	0	0.0179228066609518	0.048343932912427	0.0704835297673757	0	0	0.834048780020888	0.606424877961674
G32T2	0.00407654361501065	0.0914250971827052	0.0648070287818666	0.124662426159245	0.0578548441097046	0.0217773177374251	0	0.0142878467877609	0.0161693918447939	0.0834148308555189	0.0254810391510799	0	0.109306231278505	0.136016764943761	0.0553393470252007	0.0707835356199265	0.00648521158995778	0.0286838301247768	0	0.041723563677096	0.0453103222242174	0.00239482729144805	0	0.73458219814061	0.774206158712784
G32T3	0.00853527781182577	0.0483955391917972	0.103682523415459	0.183864048252753	0.0843750241866085	0.0155029577878147	0	0.033756334338637	0.0120608923994203	0.0183515483853795	0.0519802596070312	0.0328572415843129	0.0219196503663369	0.099913115196248	0.154026335655686	0.0419045539526081	0.0125516929151784	0	0.0292859701857012	0.00897304002008937	0.0380639947471129	0	0	0.855084279294672	0.618818198219908
G46T1	0.00790413829888984	0.0259999917350324	0.0315978868603841	0.0756220604122889	0.105749655594396	0.0236567725498571	0	0.0234473742432196	0.0464145215409483	0.092649582460777	0.0324221274069384	0	0.0163472794712583	0.0254308697795948	0.329359702733317	0.0631598297019048	0.0117318021149173	0.0410738291529822	0	0.0196756299881206	0.0196450344097251	0.0081119115454482	0	0.947364402995588	0.358070400858601
G46T2	0.0129014347240231	0.0160009291030609	0.0461014780756026	0.113127594625169	0.0740282046989481	0.0215965443707324	0	0.0212157540224717	0.00907747166197395	0.00990161277580685	0.0430959532220876	0	0.0213116508184129	0.0374535496429688	0.49696272439623	0.0348356413350636	0.00381179847631807	0.0298556565112504	0.00168129154839094	0	0	0.0070407099914889	0	0.971330030331551	0.239814103227153
G46T3	0.00922062265468788	0.0195339625063801	0.0400114618581787	0.108726791151793	0.140033071416016	0.0295867654130831	0	0.0269241078574821	0.0324558370334696	0.00628402111756954	0.050025714735384	0	0.0240655599903979	0.030815571943682	0.337445751668267	0.0441681540230554	0.0187992674713495	0.0392247379396672	0.0151140300297436	0.0149483921004949	0	0.0126161790892995	0	0.93357549529355	0.387535755942905
G48T1	0.0129869213024348	0.0265641045388702	0.0528771587411496	0.147236086653003	0.102628225233385	0.0458794471610445	0.00739947474725483	0.0457524415049814	0.0270660007908413	0	0.0691897329568513	0.0110312956118358	0.00561408689304699	0.0386611233486203	0.31846409170587	0.0402289118563269	0.00190240367589706	0.0167387480413693	0.0088454844957347	0.010241314028756	0	0.0106929467127273	0	0.935177427893014	0.413188990650494
G48T2	0.00294010952360917	0.0111964665393733	0.0946956020816357	0.166857297301286	0.0772871629617889	0.101422663697528	0	0.0745740154456246	0.0121106920099271	0.0211906417093204	0.0977919406605303	0	0.00883200729441274	0.044658961841706	0.21809070807574	0.0255482799967941	0.0427498543318327	0	0	0	0	5.35965288908207e-05	0	0.836303451405242	0.587758467252936
G48T3	0.0228003347536429	0.0224977198960814	0.061282702957799	0.129730875457065	0.0699794339838771	0.127828097886882	0	0.0584799017527019	0.0203414969580924	0.0668160763554293	0.0429721998687684	0	0.0306710417155643	0.0585102973223621	0.106264909520185	0.0430913622148217	0.0377880679235597	0	0	0.0415301797330645	0.056852051668673	0.0025632500314304	0	0.68192452204317	0.75176990353153
G50T1	0.0263691279642876	0.0366574815402227	0.041915305052427	0.101913336196761	0.0877698798249822	0.0393310119051853	0	0.0182549934953112	0.0648665696357416	0.0900325963854212	0.0368355208290589	0	0.0486800264148349	0.0578150373961369	0.159682677032465	0.0583126716091263	0.00697931709082608	0.0258817483943639	0.00338822145775691	0.061362987326338	0.0212385555118368	0.0127129349369167	0	0.725333861753401	0.706845544857331
G50T2	0.0164690026654496	0.03056295475972	0.0721122958979438	0.148914893927289	0.114245583982572	0.0660572192146266	0	0.0184856743366638	0.00568746938448822	0.0746425276909038	0.0536887328947493	0	0.0198868005896012	0.0774708203386239	0.200871093091487	0.0449670971760403	0.00833491220587379	0.0033611091450728	0	0.0314969256892681	0	0.0127448870096273	0	0.830119480429395	0.59928798746624
G50T3	0.199096897908118	0.0497656064354245	0.0545206526918779	0.122265195108518	0.0974515626312848	0.0757635178778131	0	0.0218234229135639	0.0217031507258676	0.0470598019692369	0.0181269255101513	0	0.0515496072968955	0.0850232101365106	0.0419729458754074	0.021897757327849	0.0106420450378348	0.000401048440250513	0	0.032366738734706	0.0378044852563761	0.0107654281223137	0	0.810321102027589	0.754521836542859
