Mixture	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Memory_CD4_T_cells	IL1R2_immature_neutrophils	B_cells	Mast_cells_eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4_immature_neutrophils	Non-classical_monocytes	MPO_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs	P-value	Correlation	RMSE
G11T3	0.0412352657264255	0.0485541875898587	0.0498866077683553	0.102862989514432	0.0655048362910943	0.0697536067446575	0	0.0429865165895427	0.0276058169300356	0.0465681132998444	0.0280422154917454	0	0.0384027770895683	0.0197738360026177	0.0751058858285545	0.0508313368460754	0.144480728037709	0.0126684968834829	0.0648975780131121	0.0385828369123961	0.0268659052890776	0.00539046315141431	0	0.933427021973175	0.403754810079945
G12T1	0.0142719689252339	0.0386870439001409	0.0650545470775751	0.0594862166269562	0.0664380970431166	0.0131341230053951	0.392889494681864	0.0176657082600175	0.009244833443846	0	0.061993540124139	0	0.0215857598830261	0.00153763776944854	0.126268258211111	0.026263294889134	0.00379829641444816	0.00477520848294564	0.0073921362800377	0.0598460733362083	0	0.00966776164535588	0	0.974990537060142	0.399991730605201
G12T2	0.0242046846575459	0.0362191875325831	0.00368373693463334	0.147160391153486	0.0410643048468885	0.0222737747913046	0.0673434731636839	0.0110594139711636	0.00327479229854803	0	0.038606281168497	0	0.0179799367462105	0.0256992507957021	0.338452677720613	0.0131585122643811	0	0.0376362330470956	0.0139299584311887	0.156272523395487	0	0.00198086708098868	0	0.977581615239358	0.235231059240008
G12T3	0.00773940004792868	0.0504961746253482	0.00632942325218123	0.284936972718699	0.0983994846022916	0.0406808174148046	0	0.0288540671703158	0.0308859865672459	0	0.00794710466259515	0	0.0393705327175427	0.0268580106740216	0.21738376746783	0.0375421021802241	0.0213540103149102	0	0.024599817351859	0.0766223282322012	0	0	0	0.98773115719928	0.257939674223772
G26T1	0.00795298908745496	0.0407552522602881	0.00471748354176164	0.0478612784579533	0.0243049435389239	0.0107490343634607	0.110548595743939	0.0118821492215411	0	0	0.0123677509985169	0	0.0145545714829482	0.0215898717290027	0.485904636641668	0.0194034266555552	0	0.0507158280133529	0.0804973218047834	0.0489876954363477	0	0.00720717102250162	0	0.968512177026382	0.397501949099884
G26T2	0.0179465863928428	0.0339108215917895	0.063082228298982	0.0536664839281319	0.0157624062946417	0.0260132573452957	0	0.0230841016745893	0.00834703592701733	0	0.0295103678639053	0	0.0208196233456321	0	0.308797764697207	0.0397773058988031	0.18367437839938	0.0229029218488827	0.13951082647301	0	0	0.0131938900198895	0	0.970150113335149	0.312907991961874
G26T3	0.0211420643462325	0.0397932303167477	0.0678783470134711	0.0605769374923933	0.0163782417840352	0.0315103497649553	0	0.0229571299428605	0.0195617460092757	0.0228277553559959	0.0467007528531333	0	0.0254864365077094	0.00997527618140285	0.17491749130521	0.0651104297644171	0.186732822210088	0.0134735025202837	0.155578533580656	0.00741178335299981	0	0.0119871696981328	0	0.965102240396697	0.266606428206165
G28T1	0.0108620083980043	0.046118234482283	0.0403668129777313	0.135896150080797	0.142077969849772	0.0204858710809044	0.0613102544132604	0.0317734621819755	0.0462486161110593	0.000115495776870647	0.0442120116511669	0	0.0306636726878112	0.014233899124364	0.165956680675467	0.0998360457396469	0.00478345512767052	0.0558203034667899	0	0.037919105997807	0	0.0113199501766188	0	0.970704373117281	0.409742535052921
G28T2	0.0316595208329858	0.0142823879807707	0.0848980936897297	0.134277916891096	0.122376819677773	0.0341927142856233	0	0.0366801378631489	0.0159367969815036	0.0197207275837035	0.0453656342487714	0	0.0225081802603208	0.0363227427081677	0.237508880665517	0.0398061638210391	0.0509647270322067	0.0374917591368665	0.0216550711232527	0.0061017197153886	0.00516563462977586	0.00308437087235852	0	0.969928590309996	0.356953199978486
G28T3	0.144034989236266	0.0386864224928906	0.0812844201272562	0.0950481450806709	0.118611306320744	0.0880710347841493	0	0.0233517955305458	0.012279548678819	0.0515368881182586	0.0373284122528567	0	0.027951912530013	0.0537279651403744	0.0478059112679559	0.0489531205115503	0.0544048624956884	0.043896322548186	0.0187063558000578	0.00776239518081275	0	0.0065581919029047	0	0.917336739032786	0.641359709050268
G29T1	0.0153299659564174	0.0214776355218468	0.018178632910187	0.132621873166852	0	0.0209052890520349	0.203673943836077	0.00964643455313536	0.0151844438555718	0	0.0390170439232763	0	0.000550306476042971	0.00402098209349527	0.357340546101248	0.0590559206827017	0	0.0585144506978208	0.000472125709714303	0.0285009414287216	0	0.0155094640348566	0	0.973838293920322	0.320504649914403
G29T2	0.0136014173366296	0.0363725091847826	0	0.174174603309423	0.00213280575248002	0.0390879584628028	0.032515070878057	0.0325145434981128	0.0189666796712792	0.0334785675956114	0.0210726237830489	0	0.0217094022814278	0.0121216971427297	0.358380927950112	0.0694596042459815	0.00313929647787284	0.0544683121917779	0	0.0735711917872759	0	0.00323278845059564	0	0.985147402606563	0.180641180724387
G29T3	0.0252107423008691	0.072104090651516	0.00498066485626977	0.164223003295251	0.00837772936870957	0.0624246217936502	0	0.035598068464763	0.0108128104548972	0.213501350643165	0.00596441629355557	0	0.0516654806929351	0.00425470483408782	0.119910531345515	0.0934857594042747	0.0127418928928378	0.0118210909512257	0	0.0407238426877889	0.0621991990686899	0	0	0.97174409018488	0.445258155327363
G33T1	0.00295698674350742	0.0520975149123228	0.0354444600410929	0.110084070659075	0.134664350598959	0.0707564922983783	0	0.0450961123896708	0.0316681805427044	0.116995013072384	0.037926322575016	0	0.0221596302500167	0.0169413743477093	0.145545003389879	0.0801267372112512	0.0029757269966142	0.0395294145742522	0.0017939158134192	0.0259087374189629	0.0219683165127999	0.00536163965198424	0	0.948720158194547	0.524582217369041
G33T2	0.0115405957200028	0.084255617675329	0.0976749629325027	0.198135464354298	0.0986293098254685	0.0275127848051531	0	0.0687709918349734	0.00784705588047859	0.0258849582958061	0.0291873545619192	0.00700007855217783	0.00471164450226794	0.0325315137679344	0.179816913642232	0.0139018374211868	0.0290302185508063	0	0.0527346603252422	0	0.0308340373522208	0	0	0.967573406242332	0.421914333938967
G33T3	0.00967510356746326	0.0413141289080439	0.0208324032996981	0.163615349263124	0.0997607634509508	0.0404002178734774	0	0.0310834729228786	0.051725021138073	0.142123533641225	0.0227882609422506	0	0.0458003658782857	0.0340523536483921	0.068771198401633	0.0515334193048768	0.0182907995541474	0	0.0237636194667964	0.0580266295800173	0.0691690066693171	0.00727435248934967	0	0.947486920737544	0.508889467318914
G35T1	0.00131779591539555	0.0117840641297336	0.0475372702115033	0.0839000607974489	0.0814197114263407	0.0363631529743335	0.136961813778847	0.0235852067737309	0.00973623440885882	0	0.0787372694874209	0	0.0104977946552328	0.031865209352465	0.328438839228559	0.0674186334023016	0	0.0194226643653509	0	0.0260589859837671	0	0.00495529310871022	0	0.968600167379483	0.251116456174233
G35T2	0.00546177890371425	0.028881853250872	0.0717481997404986	0.0818751576430534	0.0913201262290573	0.0546286646981481	0.0125011528674667	0.0426023313716542	0.00599951011699293	0	0.0755305812219215	0.0078767172281698	0.026516947402652	0.0122048182099903	0.344798605404787	0.0295255202292224	0.0145044346741575	0.0616615014293524	0.0181348742668607	0.0108044878541331	0	0.00342273725729639	0	0.971845756506297	0.309425898640792
G35T3	0.0702481627543872	0.0115556977869108	0.0730357855945086	0.12667636673926	0.065717218532809	0.0610281354195367	0	0.0179822157421603	0.0192574729640466	0	0.0832072517292884	0	0.0206341846096765	0.0152982803190691	0.179115841707432	0.024906647249197	0.126302186288281	0.0165003734097868	0.0689654104680086	0.0128434832370291	0	0.0067252854486115	0	0.956019302903465	0.325288178956591
G42T1	0.0134356959692934	0.0269255410261003	0.0310550244343876	0.134234443813331	0.0646947986420081	0.0132478963097188	0.0236219200278689	0.0407721352299254	0.0132752753619487	0.019450664871201	0.0377502569791849	0	0.0188223020974138	0.0249024773500884	0.339223341946138	0.0602522654630343	0.000828187399821462	0.0686636261591976	0.00336564872428082	0.059730856452633	0	0.00574764174242429	0	0.983921028047489	0.225301633463693
G42T2	0.00681173705866359	0.0258519309718999	0.0406496144059203	0.164180141993014	0.074755477267378	0.0201085325131829	0	0.0438652629194321	0.00540059375164267	0.0837030770455467	0.0474449534400622	0	0.0242672851247658	0.0167814990735147	0.281922498366855	0.0595578171004674	0.031655403517027	0.0213246749871846	0.0114608612465176	0.0372622772879291	0.00126490419375459	0.00173145773524208	0	0.967527617975684	0.293587546801813
G42T3	0.0141147401342051	0.0441094609106242	0.0366257540352272	0.139237283774947	0.0459422084393611	0.0360340588088048	0	0.0322639477520278	0.0324897406257049	0.0521804100874248	0.049568666265881	0	0.0266512615660499	0.032174037537284	0.124614263299319	0.0522137738566628	0.052708128672493	0.0196753031869862	0.0674448281267492	0.0673732566530119	0.0739918806878255	0.000586995579410439	0	0.897233307170068	0.491982048970373
G43T1	0.0105094692579568	0.051031654651673	0.0283766573701292	0.0721826566873003	0.0714494904928057	0.00300348268380039	0.291406754208887	0.0172133020196197	0.00237405984758238	0	0.0424491954327857	0	0	0.0347834655768141	0.281784338495697	0.0397616743750899	0	0.0114027569482617	0.00194235071008346	0.0363433155528307	0	0.00398537568868227	0	0.983109035236079	0.347271135344271
G43T2	0.0149209130688983	0.0225114287241914	0.0301897483488904	0.128129174140711	0.064538653118715	0.0238208929452721	0.0345491226089919	0.0206914291133948	0.00679026803059317	0	0.0430529423725754	0	0.0105360344090286	0.041370847829492	0.405309393229545	0.0474124724360727	0.00394112168628849	0.021999645011712	0.029957344829703	0.0502785680959252	0	0	0	0.98015566896342	0.200520502144465
G43T3	0.0196674129340064	0.0460806170678431	0.0387119783606244	0.105684336290646	0.064410076564822	0.0447800654956809	0	0.0209860906501331	0	0	0.0429053209563486	0	0.0133695390597062	0.0302512245709194	0.36607938498559	0.0521095389857137	0.0912566074745995	0.00115870031900633	0.0519986464606514	0.00181124580821999	0	0.0087392140154882	0	0.980504415920568	0.198268449615659
G44T1	0.0124301982931842	0.0423900034692248	0.0550320571417052	0.137607293309329	0.0830990261418713	0.0176796623494628	0.17519595702034	0.014714580402475	0.00508545659631352	0	0.0722758520879802	0	0.00723340316038519	0.0395881266037939	0.267088431632312	0.0532389746731426	0	0	0	0.0158511310710835	0	0.00148984604739653	0	0.975736261674056	0.221215876716911
G44T2	0.0127626583892911	0.053539956359477	0.0608993190686057	0.153688542575927	0.0646405314436027	0.0528342132766475	0	0.0374676168442163	0.0118619761172554	0.0384363393902275	0.0596922789166662	0.0157626239923557	0.0245409818888071	0.0143590268489782	0.191342520010445	0.0631969254218809	0.0642211254867278	0	0.0250655418368071	0.014388962541108	0.0412988595909733	0	0	0.948952939004974	0.409851530017585
G44T3	0.0948124006273499	0.0535522841740664	0.026746682872736	0.0692329404023753	0.127484577858576	0.0101171679237472	0	0.0164508750185768	0.0415601448033617	0.089664325408649	0.0323012113695242	0.000519110228439203	0.0356787911833121	0.0355313333902501	0.13205121405416	0.0605552884134976	0.0636977543418178	0	0.0292025417442716	0.0425827785700594	0.0298583959464142	0.00840018166881526	0	0.861040327783539	0.550991765546688
G45T1	0.0129878077366473	0.0536078486598674	0.0477663276126485	0.199584298558069	0.0473960119409689	0	0.0891495255611198	0.019964408719885	0.00943315076468192	0	0.061837030498103	0	0.00541867907662854	0.0311322167283723	0.350909915815721	0.0499783161132901	0	0.000591714615282452	0	0.0186680313550419	0	0.001574716243673	0	0.982943000220431	0.186642177239568
G45T2	0.046302989480534	0.0414427914952908	0.0791210272762107	0.195326623521248	0.0486756655533288	0.00838985544605213	0	0.0327429139829406	0.00243974621643317	0	0.053373604006204	0.00332777503209741	0.0125531650495743	0.0108982745097009	0.229476131031854	0.0273849011033955	0.113198819311724	0	0.0659480905629498	0.0255358799655891	0	0.003861746454873	0	0.958186146307877	0.289588265579948
G45T3	0.0101972810167001	0.0533563535878443	0.0746594969907975	0.137290997143043	0.0615484658782208	0.0373306292056383	0	0.0317405881955829	0.00843151266043597	0	0.0354156189208588	0	0.0404983558779917	0.028511118314088	0.168267458650962	0.0413798248419596	0.168256326856078	0	0.097136650488632	0	0.000546175691511875	0.00543314567965582	0	0.955574258052801	0.29745097304154
G47T1	0.0123563536976941	0.0369226802337162	0.0323729079890786	0.0764615803493278	0.0310546582777953	0.00690882917284658	0.220330356449246	0.00650124945609684	0.00319468036774819	0	0.0485801987229825	0	0	0.033095336881225	0.314611123180346	0.051839736225481	0	0.0657335441781213	0.02193010290986	0.0322849886949159	0	0.00582167321351834	0	0.97050982398381	0.315664048125636
G47T2	0.0432050800847896	0.018737781541991	0.0560961844321744	0.149698084341214	0.0406116111747082	0.0354966742950398	0.0592805188813378	0.0269478723897821	0	0	0.0650685461703429	0	0.00769989633211722	0.0202704189061108	0.289521709449277	0.0526070944105603	0.0504217889815691	0.0276516089455388	0.0286399927214502	0.0273398336962763	0	0.000705303245719778	0	0.97648145667479	0.222154300862236
G47T3	0.0348660862685692	0	0.0879492256457696	0.119051429459457	0.0603629085175843	0.0418456063900564	0	0.0228404324351527	0	0.0190321529031547	0.0523731725011982	0	0.0163268698324621	0.00723794862745929	0.319016562321482	0.0549469497137746	0.0910585409802367	0.0056641152514135	0.060521248744163	0	0	0.00690675040806688	0	0.972823788019677	0.235411704238695
G49T1	0.00943182194407079	0.034435737650618	0.082698696827259	0.187460566731578	0.018747529846524	0.00239857061392136	0.288053187200815	0.014975807358704	0.00510300692466981	0	0.0410688972052473	0	0	0.0257236343402994	0.239312367559065	0.0364431834957324	0	0.0103758840777203	0.000306039979293696	0	0	0.00346506824448199	0	0.975614634656481	0.31039452535271
G49T2	0.0139221258097005	0.0819608237530642	0.0562530098392854	0.188741872367515	0.0387199218320789	0.0616449081919336	0.0202457238003816	0.0337697617769084	0.00283296294962555	0	0.0536425649767335	0.00123011040246165	0.0130905446676811	0.0432856505114778	0.322846766581841	0.0221901309479064	0	0.0198906764190509	0.00617645966136441	0.0137832311399463	0	0.00577275437104413	0	0.981450328914745	0.296752804411971
G49T3	0.0178661050247154	0.063557073874568	0.0636840295474263	0.212224787480113	0.0843999701268726	0.0572642206819913	0	0.0268636443094696	0.00684763991143998	0	0.0566416474709176	0	0.0195512490988169	0.0329550925853671	0.292681855210131	0.0214126074277814	0.0158200634331352	0	0.00448124008861472	0.0172425364510291	0	0.00650623727761068	0	0.968326055320447	0.344156245892784
E25T1	0.00893550254083886	0.0586241342379	0.0667843920017141	0.131736502324958	0.095017078451908	0.0227586263046024	0	0.0216684320044763	0.0380621976294682	0	0.0846573751928537	0.0174056265466302	0.00936645874342909	0.0198671009812609	0.261284876626274	0.0570757696709617	0.015424219247788	0.0517039402099842	0.00837138566610506	0.0191062004406965	0	0.0121501811781507	0	0.767228338562323	0.653312055497256
E25T2	0.00397983644378304	0	0.0652753195150313	0.130474151187269	0.060718921233391	0.0547190939284654	0	0.00802876910736568	0.045898260171966	0.0193218660699246	0.0969914866748141	0	0.00433821173151008	0.0114037252474558	0.296648044133282	0.135307133142729	0	0.0437225035670925	0	0.0108085590286332	0	0.0123641188172878	0	0.613148755128128	0.790994922670297
E25T3	0.000197512346918717	0.0240482430623469	0.0948553600324315	0.161896814445117	0.0291191054942382	0.0624449232643503	0	0.0281209499013336	0.0275962777182917	0.0973751479286738	0.0794969447692904	0.0170903892479912	0.025538102082246	0.0255422178193143	0.164527420644367	0.0803657920254638	0.0315084743739151	0.0150465915402155	0	0.0263453815993462	0	0.00888435170414903	0	0.629467694359134	0.77801025903047
E31T1	0.00655918461843381	0.0319338071110545	0.0244780145782394	0.120781814168185	0.0591535943620403	0.040425518187776	0	0.0490378963537316	0.0494571551010811	0.012723813294791	0.0251920830621009	0	0.0311579508708255	0.0341917921934258	0.423115370325303	0.0492475662149768	0.00437320202495073	8.31568354674267e-06	0.000575973716789675	0.0339670844062736	0.00132704486256927	0.00229281886390521	0	0.965355622801883	0.272954930519397
E31T2	0.00259885057217009	0.0281295697027434	0.0399477497156234	0.162210509786396	0.13028276341851	0.0911298864818281	0	0.0583176797528567	0.0335199644411864	0.0545689328812217	0.0250728721064819	0	0.0397924502327023	0.0360362027168546	0.216043526260417	0.0644408315394979	0.00899428729147279	0	0	0	0	0.00891392310003722	0	0.973037721844257	0.442764618693023
E31T3	0.0203640909525795	0.0578923596822862	0.0693592455476594	0.184559235969923	0.124573918085459	0.0434305382812452	0	0.048514922348204	0.00852950530190358	0	0.0390836240998534	0.00195168750852554	0.0234548199052985	0.0266776157665732	0.239129141425834	0.0602565783623447	0.0347234802193014	0.00614201060717668	0.00105055344887206	0.00587187748360616	0	0.0044347950033541	0	0.976557450472785	0.377246560091682
