Mixture	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs	P-value	Correlation	RMSE
G49T3	0.00816958186340858	0.049626861394779	0.0567277154246407	0.185474485522119	0.0799795874769826	0.00552537373429954	0.0537349739273285	0	0.0277275897877576	0.0098929871470363	0	0.0545955698977634	0.0159346058567267	0.0147215838174673	0.0329770749639415	0.307437816472097	0.0171727047904103	0.0109985463971946	0.00337781176185937	0.0044969368927912	0.0471436594663284	0	0.0142845334050685	0	0.969911637584827	0.403049421717114
E25T1	0.00201174388943846	0.0491885751500367	0.0685740760311869	0.118257277327814	0.0988067556481699	0.0703883867082228	0.0293705793014503	0.00202485707670278	0.0178192181590847	0.0395589271720916	0	0.0873778549872399	0.0186187264118601	0.00488261093551828	0.0226632181944813	0.241499237558092	0.0534370961348142	0.00835698490332104	0.0390251140701928	0.00379426499416638	0.00512812165135299	0	0.0192163736947619	0	0.776674723148976	0.669367068484234
E25T2	0	0.0235760597496209	0.0581484607943928	0.141609712704711	0.0569358769718803	0.140511932227716	0.0170432711631429	0	0.00614438533202611	0.0520343483762418	0	0.0571522114261849	0.0117576209087981	0.0105966935370054	0.00759926063486016	0.227991877692852	0.117310683750092	0.000321584354585033	0.00946080423974175	0	0.0342106427582402	0	0.0275945733779088	0	0.618205604395537	0.786074509492302
E25T3	0	0.0218618999421081	0.085729299666708	0.167985545332322	0.0273622929675442	0.0914299936667128	0.0379115274450777	0	0.0156031475487404	0.0192887939378661	0.036343512452698	0.0657464277727475	0.0538018921528439	0.0168981866476435	0.0459553482506975	0.139061250761762	0.0791286837932796	0.0302208609599314	0.0106597246225908	0	0.0319298572458617	0	0.0230817548328647	0	0.630320617362117	0.784851541839737
E31T1	0.0041425474542489	0.00304462787645665	0.0142505588658301	0.137603678189638	0.0522454962111325	0.0627753446324403	0.0423805860843535	0	0.0410900640625287	0.0529488158943497	0	0.0320335156804019	0.00864214466460333	0.0345740194873544	0.0293421565132112	0.395451733491401	0.0392253900474883	0.00305354594185115	0	0.000732439614647272	0.0388608150486978	0	0.00760252023936558	0	0.969908439641939	0.30092277988445
E31T2	0.00200807269993269	0.00276977794065331	0.0217850266499307	0.152394720520288	0.126656379189919	0.113538237130529	0.0814708706385808	0	0.0565569722176177	0.0338767102693098	0	0.01885807561962	0.00947782690536337	0.0407889975143006	0.0393055881727648	0.194410912726505	0.0532514322896966	0.00751102153210456	0	0.00202505543967959	0.0236581428857971	0.00438861472119882	0.0152675649362079	0	0.973079222978331	0.473937491349178
E31T3	0.0166809188832569	0.03115405880401	0.0526119684150401	0.183854509257489	0.116284177901721	0	0.0436210120701722	0.0308373343501823	0.0375098064208872	0.0118290072121082	0	0.0382259588713773	0.0263478926757585	0.0307998555073648	0.0182165241504397	0.222294741322348	0.0625230589397746	0.029463650638288	0.00179668656233543	0.00180333216604754	0.0288432853128761	0	0.0153022205385226	0	0.977042891852862	0.425903256245761
G03T1	0.00717131586878721	0.0467348904617684	0.0111322161031729	0.268694406013212	0.0462346012180715	0.208314559242087	0.00566904451279449	0	0.0119982675526708	0.048619201517523	0.0581515945436276	0.0189070613217256	0.0274490250158702	0.0254179195953339	0.0175045727452758	0	0.0356422160808485	0.00472326746933909	0	0.00185153694833776	0.0653309179792763	0.0787862835017823	0.0116671023084954	0	0.90828617840511	0.591840765428122
G03T2	0.00280048009445525	0.036768633724823	0.0388928181670712	0.192412559659466	0.0926596914649892	0.202313153873925	0.0301299165909503	0	0.0111542586836459	0.0222763866243018	0.0792156150033389	0.0353650814725061	0.0245061822843208	0.0284233597869859	0.0200611548692404	0	0.0432173651105794	0.00162109370837436	0	0.0200012774760883	0.0428798769013358	0.072098890577048	0.00320220392655517	0	0.900308123109868	0.619212616324902
G03T3	0.0477940684812538	0.0707118306758645	0.0437057691471918	0.172157142958281	0.0621857174113883	0.146709483162175	0.081019137873585	0	0.0163257342526271	0.0251303086373274	0.0545996005397394	0.0252704668517322	0.0181891180947422	0.0321050792585287	0.0210053217205955	0	0.0522390279381532	0.0112838103209236	0	0.00568629466858728	0.038059825694766	0.059603508355365	0.0162187539571732	0	0.793504454851536	0.74148864362171
G10T1	0.00623672567192864	0.0672328861221048	0.0204276800864225	0.234062378660163	0.0283693692924089	0.0930689169185586	0.105148419247218	0	0.0417418962284004	0.0249104650009003	0	0.0277741726122332	0.0508636160868357	0.0189311701224489	0.0781793882389936	0.106169452730084	0.0103080639281176	0.0143916698643473	0.00239848892370805	0	0.0402565105155933	0.0279973826169218	0.00153134713261163	0	0.96506142120602	0.578070815670839
G10T2	0.00655094393423043	0.0577845487061592	0.0227446016818495	0.228909109830518	0.0347102508513255	0.131141740292778	0.107755463438182	0	0.0418821615717993	0.0319798249655258	0.00124629601080817	0.0214490954569597	0.0724366628493178	0.0148651520853472	0.0593942945868081	0.0702289306809013	0.0285612597069658	0.00274571931261609	0.0309523129039593	0	0.0265290896999609	0	0.00813254143398775	0	0.978430784729392	0.620519356297499
G10T3	0.0116914172232157	0.0800972858035348	0.0367718662237675	0.136340778703905	0.0558817926058135	0.064589999509756	0.158230881817336	0	0.0459616011890154	0.014460106744391	0.0466159783753782	0.022923792639799	0.0728777130821525	0.023166834002787	0.0726353465739451	0.0229739718766715	0.0408175634337471	0.00986825905693453	0.0196276059512955	0	0.0169575832975021	0.0415848193797819	0.0059248025092705	0	0.941038480054502	0.759392730310831
G14T1	0.00124556152989437	0.0382610791323174	0.0252855582588127	0.144135549426436	0.0403431777682392	0.163468395894104	0.0558415160386861	0	0.0461494284332968	0.0318770677527517	0	0.0367223244143081	0	0.0418237043872017	0.0476123860255348	0.216735748909009	0.0190521654936124	0.00167625167354222	0.0085773578906838	0.00181291449073384	0.045769315587963	0.0254790283494264	0.00813146854344577	0	0.976796330619749	0.398497017784964
G14T2	0.00121360351156471	0.040816951869454	0.0381495851697799	0.199337745364806	0.0618147158264732	0.0911613996902396	0.0434693032775959	0	0.0380264989796077	0.0155470576545265	0	0.0422580282664667	0	0.0378853861531087	0.0600679278614127	0.241182337247099	0.0097972830993871	0.00276308398122531	0	0.00154486224996511	0.049794364552316	0.0161408366088988	0.00902902863607341	0	0.97695476849211	0.410741018225945
G14T3	0.0576588349358389	0.0217350035284052	0.0314273303905244	0.123098729392331	0.0868876110590649	0.0417077473610216	0.0362484231024284	0	0.0295835545913785	0.0217385389400748	0	0.0519099411959419	0	0.0353969398820773	0.0423013596566459	0.341456418225781	0.0103990432074895	0.00467563069898177	0	0.0226954123100532	0.0291728780436858	0.00482670724834924	0.00707989622992687	0	0.974827029327038	0.35057117087697
G16T1	0.0105123200408438	0.0412833547283014	0.0847379472808324	0.132710192246575	0.139198117758645	0.00734172313612115	0.0422848543658741	0	0.0266880629205355	0.0245967411171646	0	0.0579952407874102	0.00659801712193712	0.0113691648141361	0.0676444563277065	0.213506374822124	0.0120551745052481	0.0232324914795361	0.0294022235393179	0.0126385270097976	0.0245304234638051	0.0110893031707152	0.0205852893633734	0	0.915157103772706	0.566660247997589
G16T2	0.00521562028575722	0.0168919793450853	0.0462011699791483	0.117102571927496	0.0773047982004051	0.142817190694987	0.0120661757235696	0	0.0195904581964681	0.0236623520261972	0	0.0411975564167373	0.0102581422309713	0.0178375187154524	0.0462516432628597	0.25661590657561	0.0277319223207744	0.0159083430047728	0.0438313035438505	0.00586646348152397	0.0488600180047333	0.00553887543251489	0.0192499906310852	0	0.970154424718775	0.350025928481162
G16T3	0.0138317322555776	0	0.0744790135011696	0.146539010666115	0.091710882232697	0.0591579071580868	0.0345102080245893	0	0.0266518283311782	0.0133011108489593	0.0480039775372973	0.0499801844435072	0.0109162527598424	0.0157744735427752	0.0657152716301454	0.205572929157329	0.0226969744621872	0.00852493908063906	0.0509115977015424	0.0169961455061123	0.0245783810427878	0.000331907914168177	0.0198152722032937	0	0.94399896295213	0.512277691771114
G24T1	0.00839819942894457	0.0256257310990226	0	0.156060115482795	0.0175786638737593	0.276860137960008	0.0521820602878967	0	0.0114582857522255	0.0685158674722867	0.00332442019243956	0.0166401813933183	0	0.0234638869577421	0.0299163988841692	0.120322653821546	0.0420724551388376	0	0.0408093551999079	0.000648120442868911	0.078825238512448	0.00358905069278714	0.0237091774069973	0	0.953472803905991	0.418012438867944
G24T2	0.00348723136332029	0.0401977204186846	0.00555784759864124	0.179146726260426	0.0146463398134087	0.238720382712756	0.0773072756367014	0.00250632921783518	0.0267783596162281	0.042581743915115	0.0647873442974855	0.0186364321188094	0	0.0382417091487879	0.0337622219701831	0.0508503030549113	0.0781035189029759	0	0.0335885327241897	0	0.0278729925679064	0	0.0232269886616347	0	0.964557682620972	0.535116549107008
G24T3	0.112821326739282	0.0510640169785494	0.0300238354006081	0.154988254190684	0.0859753173748645	0.0468754544479799	0.127394724720623	0	0.0330589541765213	0.0236451457328259	0.0546964468518329	0	0	0.0260247719493965	0.0887648457174201	0	0.0405434784051829	0.0278281985088495	0.0481081439487729	0	0.015734250531978	0.0113091226949328	0.0211437116296971	0	0.874385072755713	0.776324720061491
G32T1	0.00454745441723842	0.0424678716180525	0.0580728987121203	0.228885724411092	0.0656021872321996	0.0954245810317754	0.032223889031304	0	0.0199513833736638	0.0222750356699036	0	0.0377968108635149	0.0157345161871415	0.0198209080327449	0.0661633278902541	0.124879098737856	0.0324864820146768	0.0043897603505242	0	0.0212418451753858	0.055024961243844	0.0511572798270586	0.00185398417964901	0	0.841113702649156	0.635374818870033
G32T2	0.00328609426251063	0.0463302674480843	0.0595574337028111	0.177736657089681	0.0574321945662338	0.0958435514527878	0.0203872341356586	0	0.00669733293135393	0.0148782418770893	0.0362531988825636	0.017785009201414	0	0.0929766326242804	0.17286850665128	0.0343811770096575	0.0685785814433409	0.004716024910623	0.00934203322269981	0	0.0467041902317394	0.0247506692436053	0.00949496911258574	0	0.741491031109445	0.781027574910274
G32T3	0.00636226304504782	0.0306069311465808	0.0938840321527765	0.188697991631534	0.0777244303451238	0.0500219309659914	0.0144185393978829	0	0.0271316325422438	0.00795765985209612	0	0.0603297881790795	0.0459801354020347	0.0249886814646547	0.0882569994600892	0.136575382087427	0.0376062551251958	0.00669954523202854	0	0.0413073303319477	0.0245103217757236	0.0369401498625418	0	0	0.862707011997515	0.65198122661246
G46T1	0.00513395278597443	0.0216758633094661	0.0273671132617395	0.104521014645373	0.10286063828933	0.181943927032088	0.0199147384464936	0	0.0264083560928633	0.0339021892810202	0.0226348659598891	0.0340432384730567	0	0.0185032277234437	0.0291177543708023	0.251339204799006	0.05318106806558	0.00741382848236499	0.0151711568306187	0.000210684011634303	0.0238178548548965	0.00988489875161901	0.0109544245327406	0	0.955003258888133	0.383965734189267
G46T2	0.00574878204878662	0.00561695645941937	0.0370082276620588	0.128415555656509	0.0691261719460036	0.0555050155362761	0.0225890331428889	0	0.0258756593793743	0.0123945842369412	0	0.0384000585860829	0.00771091116677422	0.0287437118535431	0.0274939989429972	0.46117089347996	0.0322911047455487	0.00289133554578728	0.0115270312564918	0.000224589271359536	0.0146289827324848	0	0.0126373963507126	0	0.977136229476603	0.246750385090921
G46T3	0.00239076742728893	0.0102553765826609	0.0354780426726252	0.112373078669392	0.128933040998972	0.0967807276291573	0.0250119028864023	0	0.0271107715669671	0.0289605477976305	0	0.0524888876769122	0	0.0248946732881968	0.0272915037121222	0.295728754821967	0.0452032605091313	0.0140920706878642	0.0209557720565509	0.00799765627423795	0.0256772963792128	0	0.0183758683627085	0	0.941833645108737	0.411744516797366
G48T1	0.0108262395335599	0.0258107394094568	0.0409547659625993	0.144592401188455	0.0986786292695275	0.0091283235316409	0.0331924319721923	0.0113248071154372	0.0450447378967301	0.0323696380297355	0	0.0574158722420609	0.0306035149946861	0.0168440644110533	0.0301530606895981	0.328418559979602	0.039719553485003	0.00059141551366444	0.00407785617976321	0.00966657364392997	0.0172656995912348	0	0.0133211153600697	0	0.93667063185682	0.455646453184744
G48T2	0.00127210414305027	0.00347975762218252	0.0663247769059871	0.144495125469328	0.0751059898920214	0	0.0796860473942746	0	0.0659276190035165	0.0171525749639038	0.00369979811112805	0.0673071539756604	0.0235602755037531	0	0.0807743441417683	0.267941012225926	0.0271378859334035	0.0349822324627469	0	0	0.0323584660871594	0	0.00879483616419032	0	0.837331201592007	0.595199724112555
G48T3	0.0190189199082539	0.0270805286665348	0.0493503619903577	0.148608345562159	0.0714310246586622	0.044811387188023	0.100169942547548	0	0.0462483559582458	0.0237262603185389	0.04184996456867	0.0502016270221494	0.00466351450989826	0.0272430381518028	0.0864537389784105	0.0962718094840842	0.0370298279676916	0.0426046421499436	0	0	0.0556487966546382	0.0130617246307447	0.014526189083643	0	0.683460757474811	0.761440780200351
G50T1	0.0192691188476872	0.00306413731190388	0.0344430483486811	0.132752556543446	0.0836965369299513	0.148806622889682	0.0614335961913293	0	0.0126382657867442	0.0449487609867213	0	0.0422943929363287	0	0.0259509516406682	0.0848066256653899	0.123009169252508	0.0605264088776203	0.00971361826578026	0.0127713677993415	0	0.0716303477995771	0	0.0282444739266399	0	0.722485468338694	0.714991177349186
G50T2	0.00726035929602212	0.0182175510704038	0.058166051473196	0.110756542637474	0.110259704301968	0	0.0544073296639033	0	0.0181456667847669	0.00554587796138464	0.0338688301955667	0.0498605614927288	0	0.0201915075796694	0.0809569093754687	0.27714545884271	0.041973379186926	0.00793878685925528	0.0150105447532117	0.000887668409768679	0.0701552482283835	0	0.0192520218871911	0	0.825253763905215	0.601497306033111
G50T3	0.204274794044772	0.0210420513089463	0.043913310852037	0.141038665325655	0.0968503393500047	0.0331202342625809	0.117847920073093	0	0.0104989474765434	0.0144732146685034	0.0248679130754057	0.0106654299698129	0	0.0380899031587437	0.109119359428018	0.0443127363728117	0.0193832244682862	0.0151567695741253	0	0	0.0369575193547852	0	0.018387667235875	0	0.825186216148435	0.774909629307193
